Date,High_minus_Low,Cha_Spread,ret_High,ret_Low,cha_High,cha_Low
195201,0.049243962735764826,2.0510682713490644,0.026294367991754407,-0.022949594744010416,2.297156012068366,0.24608774071930165
195202,-0.00518405358153624,1.957433681838928,-0.028179880449099713,-0.022995826867563473,2.2100456906425685,0.25261200880364043
195203,0.02343601091975562,1.9756494277533325,0.06603795548614447,0.04260194456638885,2.2358168738731323,0.2601674461197997
195204,0.02434171708632151,1.9724629358607702,-0.04134811716941202,-0.06568983425573353,2.22634605231238,0.25388311645161005
195205,-0.021619978069688895,1.9048905193598276,0.028039082655578546,0.04965906072526744,2.170957781323447,0.26606726196361924
195206,0.018049898261456428,1.9112002582960421,0.05241217296161951,0.034362274700163085,2.1693753817072374,0.2581751234111953
195207,0.01651251007847527,1.9757918768238425,0.016389485789185122,-1.230242892901457e-4,2.267998634705381,0.29220675788153855
195208,0.004530494336484461,1.9439462990387895,-0.012976037774711447,-0.01750653211119591,2.232847604120176,0.28890130508138673
195209,-0.012156448814916069,2.024718148865305,-0.02717930903789866,-0.01502286022298259,2.3227472224225183,0.29802907355721314
195210,0.008422639812220472,2.0659367676785947,-0.006988276060282022,-0.015410915872502495,2.364638894179609,0.2987021265010142
195211,-0.0046211054040589394,2.0527377859785925,0.08164777299794639,0.08626887840200533,2.385794065373692,0.3330562793950997
195212,0.009448001429369204,1.9132660465719642,0.041734076805835366,0.03228607537646616,2.2226026926682936,0.30933664609632927
195301,0.02168159545333725,1.8340198306107813,0.013584769446811328,-0.008096826006525924,2.13122378493915,0.2972039543283686
195302,0.00240491358779283,1.8805522361755953,-0.01160237461962583,-0.01400728820741866,2.1801279591388134,0.29957572296321805
195303,-0.015623219091304555,1.8722350174620364,-0.0333803885283461,-0.017757169437041545,2.179463132114632,0.30722811465259553
195304,0.015731938634967104,1.996046468151027,-0.019097953732737757,-0.03482989236770486,2.269225739307241,0.27317927115621377
195305,0.008532853833775155,2.026773048507218,0.018136314454292042,0.009603460620516887,2.3108725066255964,0.28409945811837833
195306,-0.002528556713046439,2.0515789824384862,-0.02051483101490233,-0.01798627430185589,2.330727098753629,0.2791481163151428
195307,-0.013501379977979167,2.2557307204386747,0.012023040171566312,0.02552442014954548,2.5677857335880416,0.3120550131493671
195308,-0.06580568753250719,2.2430216897276805,-0.09671678345093453,-0.030911095918427337,2.5492548588034873,0.30623316907580683
195309,-0.031470876183800164,2.3103287691471577,-0.018575447487524367,0.012895428696275794,2.6251026084350926,0.3147738392879349
195310,0.010106341090004446,2.2539446175175994,0.05293267017795446,0.04282632908795001,2.5659970704683066,0.31205245295070694
195311,-0.02804852693083917,2.4086329193442397,0.027089200986784117,0.05513772791762329,2.7197275138053056,0.3110945944610659
195312,-0.056609422463085785,2.3679766899523216,-0.047749519461411115,0.008859903001674671,2.6645455129279982,0.29656882297567666
195401,0.05710532078505872,2.3009014881236203,0.08479216281528854,0.027686842030229815,2.592679000627017,0.2917775125033966
195402,-0.0011753338019433977,2.2630533558453183,0.01886545075715874,0.02004078455910214,2.5468711562833297,0.28381780043801147
195403,-0.049780258200345276,2.229630212562652,0.013967596165284351,0.06374785436562963,2.5105504991004812,0.28092028653782897
195404,-0.06407725750291653,2.1177257706544808,0.005946426883790452,0.07002368438670697,2.3806692697781373,0.26294349912365655
195405,0.05230610146742891,2.051902294875068,0.07370693411433617,0.021400832646907262,2.2978866283213226,0.24598433344625464
195406,-0.055408066196924226,2.027153065602534,-0.0019292019732213169,0.05347886422370291,2.27710820636385,0.24995514076131628
195407,0.08186875298907877,2.0688838979003905,0.07708238347289419,-0.0047863695161845755,2.3274675268060685,0.25858362890567804
195408,0.0010482765385366952,1.9400176554304793,-0.04235257320639786,-0.04340084974493456,2.2009116105127964,0.26089395508231716
195409,-0.015523415287423181,2.048156944180053,0.04237682376790878,0.05790023905533196,2.320984168148011,0.27282722396795805
195410,0.031121846460342776,1.976009438035778,0.004556734395017896,-0.02656511206532488,2.233877962728024,0.25786852469224614
195411,0.03759656671413987,1.955663785284296,0.14617451027043168,0.10857794355629181,2.2208312002145503,0.2651674149302543
195412,0.09298908062219083,1.7530816184139675,0.12863347482272586,0.035644394200535036,1.9902601475543134,0.2371785291403459
195501,0.009476367377095023,1.5793606242317337,0.01766213466504984,0.008185767287954818,1.8073458228884145,0.22798519865668077
195502,0.010389606131776273,1.5634997230234355,0.04083987627622355,0.030450270144447275,1.7888695766029779,0.22536985357954237
195503,0.011886818958100967,1.5299747010079778,0.01012541710262977,-0.0017614018554711957,1.7453869334437984,0.21541223243582044
195504,0.0056894013298953924,1.5062282573909351,0.04491047635656176,0.039221075026666365,1.7236672074260517,0.2174389500351165
195505,-0.016660011794153728,1.4388945287391144,0.0015342345995732537,0.018194246393726982,1.6494220920736122,0.21052756333449785
195506,-0.014761409527224337,1.4716775068758206,0.03733422893484117,0.052095638462065504,1.676412504263067,0.20473499738724646
195507,0.028430215630097812,1.4551711696809984,0.007165321373436663,-0.02126489425666115,1.6735358793188448,0.2183647096378465
195508,0.011968899577702467,1.3587431655903282,-0.0028820175048760843,-0.014850917082578552,1.5832417204739353,0.22449855488360718
195509,-0.05300088805938302,1.4327937368005688,-0.026649746788904295,0.026351141270478728,1.6616021610596525,0.22880842425908388
195510,0.015608402360973418,1.4950083773069283,-0.034879250976526555,-0.05048765333749997,1.7196445315698263,0.22463615426289799
195511,-0.007749198632417076,1.5786511460751502,0.09138482647901593,0.099134025111433,1.812486744389512,0.23383559831436188
195512,-0.013935986801426747,1.4664578409443618,-0.01577233824851109,-0.0018363514470843437,1.682712379053305,0.21625453810894302
195601,0.036556636007307505,1.4290510546931623,-0.02053932330168189,-0.05709595930898939,1.6442358035150049,0.21518474882184258
195602,-0.04099194865204168,1.4532982587094976,0.01943728355930277,0.06042923221134445,1.679353622707109,0.22605536399761159
195603,-0.0036944851127633793,1.440885350749459,0.0713695041589652,0.07506398927172858,1.655449866920253,0.21456451617079414
195604,0.02010096496678345,1.3352640279244836,0.0021712682781846,-0.01792969668859885,1.5350759228071529,0.19981189488266918
195605,-0.007101067209369448,1.3896962701773512,-0.06840090320513363,-0.06129983599576418,1.5693759280167103,0.17967965783935907
195606,-0.05866853577125592,1.4790494907171232,0.007583120657713887,0.06625165642896981,1.6684419561076071,0.18939246539048382
195607,-0.013428573623080517,1.500133072794287,0.04472655052019968,0.058155124143280196,1.6979221379427312,0.19778906514844408
195608,0.0037226115682715694,1.4093938455660693,-0.04640156335895152,-0.05012417492722309,1.5957875981115917,0.18639375254552243
195609,0.0349802641721591,1.5108235083042207,-0.045837061658003234,-0.08081732583016234,1.7075282465037669,0.19670473819954615
195610,-0.006459901502997415,1.58202780232402,0.009509500143087234,0.01596940164608465,1.795040408248849,0.2130126059248289
195611,0.002292517608916581,1.565323095434343,-0.005953617462155208,-0.008246135071071789,1.7752182930120644,0.20989519757772157
195612,-0.020280869212022372,1.575996783894925,0.016687817521544163,0.036968686733566535,1.7866793156966398,0.2106825318017148
195701,0.04064533484383435,1.559037160571569,-0.016626234338814314,-0.05727156918264866,1.7606183375023772,0.20158117693080824
195702,-0.025534233686592057,1.5919976751053526,-0.036561359666614494,-0.011027125980022435,1.7997291732723901,0.2077314981670374
195703,-0.020788094308408975,1.6550664256470198,0.016759534500001106,0.03754762880841008,1.8575075258254192,0.20244110017839936
195704,-0.05302570320406541,1.6399510300881512,0.022632191745335765,0.07565789494940117,1.8370439037115478,0.19709287362339664
195705,-0.03084646446051563,1.588515185518415,0.017634949351531037,0.04848141381204667,1.770367257720878,0.18185207220246305
195706,-0.03025734425407607,1.663035445123998,-0.0011009202019690173,0.029156424052107055,1.8343360882198445,0.17130064309584658
195707,0.004658634315487431,1.719889930141765,0.013550957798479542,0.00889232348299211,1.9047620542283197,0.18487212408655465
195708,0.01896204042219457,1.6737512340186957,-0.055813396544448834,-0.0747754369666434,1.8565427888306558,0.18279155481195997
195709,-0.01599657236007993,1.7260521827468949,-0.07808313316578622,-0.062086560805706285,1.9235104233032014,0.19745824055630648
195710,-0.04775199297157501,1.88683996852848,-0.08050355013757064,-0.032751557165995634,2.0976411280186897,0.21080115949020978
195711,-0.06400256817092814,1.8786639842476371,-0.009322372325017566,0.05468019584591057,2.097640034143258,0.21897604989562114
195712,-0.040456719681588205,1.885925013895977,-0.07944971272534046,-0.038992993043752255,2.0935248355962917,0.2075998217003146
195801,0.09211478011997654,1.831784346302505,0.10762886073500766,0.015514080615031126,2.0460185091429155,0.21423416284041058
195802,-0.012906364682503235,1.7335767076938882,-0.03550184289225209,-0.022595478209748856,1.9433955484974597,0.2098188408035716
195803,0.022236953726383454,1.6640746367423613,0.045219755923281375,0.02298280219689792,1.8794741203694465,0.21539948362708505
195804,0.02721360980394768,1.6891032427263863,0.038033988946030585,0.010820379142082908,1.8885061936737915,0.1994029509474051
195805,0.022468246070983175,1.7701009117780369,0.0377170369962643,0.01524879092528113,1.9660592816129199,0.19595836983488304
195806,-0.00507221642310814,1.7463451960584542,0.0302087482494646,0.03528096467257274,1.9379674625151027,0.1916222664566484
195807,0.035317817868451014,1.7746836183813532,0.08757006249927952,0.05225224463082851,1.9996152216031942,0.22493160322184103
195808,0.006115423772216848,1.6251256354713266,0.0345423131344474,0.028426889362230555,1.8387365750557902,0.21361093958446373
195809,0.03250442463779737,1.556713273746526,0.07353621547531469,0.041031790837517325,1.7657586077749012,0.20904533402837533
195810,0.004094102404470001,1.5394333523335666,0.034113510821275915,0.030019408416805914,1.736929580403017,0.1974962280694504
195811,-0.001968455505099713,1.4793016001603165,0.034932831577224016,0.03690128708232373,1.6707970512532553,0.19149545109293886
195812,-0.07214788653312963,1.3613031572509828,0.02243103325113048,0.09457891978426011,1.5477837044358365,0.18648054718485374
195901,0.042367781905284084,1.312066754691829,0.03128952113662574,-0.011078260768658345,1.4803893764995582,0.1683226218077291
195902,-0.03409052216811839,1.2746346166495621,0.005309992415953987,0.03940051458407238,1.4474433367818396,0.17280872013227752
195903,-0.008914299064613718,1.243271595316016,7.849961697299852e-4,0.009699295234343703,1.4070095637076938,0.16373796839167767
195904,-0.049442484372062744,1.2254750866306865,0.021080705339998902,0.07052318971206165,1.386930509500803,0.16145542287011655
195905,-0.014886829745970536,1.208052219257969,0.015889863063664994,0.03077669280963553,1.3486481213642987,0.14059590210632972
195906,-0.009198768513664596,1.196277885011963,-0.01349009479841403,-0.004291326284749434,1.3392190875744112,0.14294120256244802
195907,0.007771575930770691,1.252532509477012,0.020097949214856258,0.012326373284085567,1.4080880794063468,0.1555555699293349
